filename,baunvo-1,baunvo-2,baunvo-3,baunvo-4,baunvo-4a,baunvo-5,baunvo-5a,baunvo-6,baunvo-6a,baunvo-7,baunvo-8,baunvo-9,baunvo-10,baunvo-11,baunvo-12,baunvo-13,baunvo-13a,baunvo-14,baunvo-15,baunvo-16,baunvo-17,baunvo-18,baunvo-19,baunvo-20,baunvo-21,baunvo-21a,13b
54103_62.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_63.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_64.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_7.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_8.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_9.jpg,,,,,,,,,,,,,,,,,,,,,,,['grundflächenzahl'],,,,
54285_0.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54413_0.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54413_1.jpg,,,,,,,,,,,,,,,,,,,,,,,['grz'],"['vollgeschosse', 'gfz']",,,
54413_2.jpg,,,,,,,,,,,,,,,,,,,,,,,,['vollgeschosse'],,,
54413_3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55665_0.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55665_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55665_10.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55665_2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55665_3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55665_4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55665_5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55665_6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55665_7.jpg,,,,,,,,,,,,,,,,,,,,,,,['grz'],,,,
55665_8.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55665_9.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_0.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_10.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_11.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_12.jpg,,,,,,,,,,,,,,,,,,,,,,,['grundflächenzahl'],,,,
55666_13.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_14.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_15.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_16.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_17.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_18.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_19.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_2.jpg,,,,,,,,,,,,,,,,,,,,,,,['zulässige grundfläche'],,,,['13b baugb']
55666_20.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_21.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_22.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_24.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_25.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_26.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_27.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_28.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_29.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
