id,Hinweis zu den Daten,Name,Nummer,Beschreibung,Gemeindekennzeichen,Stadt/Gemeinde,Planart,Datum des Inkrafttretens,Rechtsstand(vorbehaltlich aktueller Änderungen),URL des Rasterbildes,URL zur Legende,URL der textlichen Festsetzung
126,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Teilbebauungs- u. Baulinienplan Hebertshausen - Süd ,570002,Urplan,9174122,Hebertshausen,einfacher Bebauungsplan,1958-11-01,Rechtskraft,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_Hebertshausen_Sued.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_Hebertshausen_Sued.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_Hebertshausen_Sued.pdf
127,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Tektur zum Teilbebauungs- u. Baulinienplan Deutenhofen,590003,"1. Änderung zu Urplan ""Teilbebauungs- u. Baulinienplan Deutenhofen""",9174122,Hebertshausen,einfacher Bebauungsplan,1960-05-01,Rechtskraft,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_Tektur_Deutenhofen.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_Tektur_Deutenhofen.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_Tektur_Deutenhofen.pdf
128,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",1. Änderung des BPL Süd im Bereich des Direktor-Knödler-Wegs,760014,"1. Änderung zu Urplan ""Teilbebauungs- u. Baulinienplan Hebertshausen - Süd """,9174122,Hebertshausen,qualifizierter Bebauungsplan,1977-01-19,Rechtskraft,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Plandarstellung_zu_B_Plan_1_Aend_Hebertshausen_Sued_im_Bereich_des_Dir_Knoedel_Weg.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B-Plan_1_Aend_Hebertshausen_Sued_im_Bereich_des_Dir_Knoedel_Weg.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B-Plan_1_Aend_Hebertshausen_Sued_im_Bereich_des_Dir_Knoedel_Weg.pdf
129,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",2. Änderung des BPL Am Eichenberg - Ost,890019,"2. Änderung zu Urplan ""Am Eichenberg - Ost""",9174122,Hebertshausen,qualifizierter Bebauungsplan,1980-05-08,Rechtskraft,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Plandarstellung_zu_B_Plan_2_Aend_Am_Eichenberg_Ost.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_2_Aend_Am_Eichenberg_Ost.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_2_Aend_Am_Eichenberg_Ost.pdf
130,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Am Eichenberg - West,800013,Urplan,9174122,Hebertshausen,qualifizierter Bebauungsplan,1980-10-15,Rechtskraft,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Plandarstellung_zu_B_Plan_Am_Eichenberg_West.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_Am_Eichenberg_West.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_Am_Eichenberg_West.pdf
131,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Am Eichenberg - Ost,800014,Urplan,9174122,Hebertshausen,qualifizierter Bebauungsplan,1980-10-15,Rechtskraft,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Plandarstellung_zu_B_Plan_Am_Eichenberg_Ost.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_Am_Eichenberg_Ost.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_Am_Eichenberg_Ost.pdf
132,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Torstraße Ost Gewerbegebiet,810005,Urplan,9174122,Hebertshausen,qualifizierter Bebauungsplan,1981-07-03,Rechtskraft,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Plandarstellung_zu_B-Plan_Torstrasse_Ost_Gewerbegebiet.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_Torstrasse_Ost_Gewerbegebiet.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_Torstrasse_Ost_Gewerbegebiet.pdf
133,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",1. Änderung des BPL Am Eichenberg - Ost,820012,"1. Änderung zu Urplan ""Am Eichenberg - Ost""",9174122,Hebertshausen,qualifizierter Bebauungsplan,1982-07-08,Rechtskraft,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Plandarstellung_zu_B_Plan_1_Aend_Am_Eichenberg_Ost.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_1_Aend_Am_Eichenberg_Ost.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_1_Aend_Am_Eichenberg_Ost.pdf
134,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",1. Änderung des BPLTorstraße Ost - Gewerbegebiet,870021,"1. Ãnderung zu Urplan ""Torstraße Ost Gewerbegebiet""",9174122,Hebertshausen,qualifizierter Bebauungsplan,1987-05-05,Rechtskraft,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Plandarstellung_zu_B-Plan_1_Aend_Torstrasse_Ost_Gewerbegebiet.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_1_Aend_Torstrasse_Ost_Gewerbegebiet.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_1_Aend_Torstrasse_Ost_Gewerbegebiet.pdf
135,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",In der Au - Teil Nord,860015,Urplan,9174122,Hebertshausen,qualifizierter Bebauungsplan,1987-08-04,Rechtskraft,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Plandarstellung_zu_B-Plan_In_der_Au_Teil_Nord.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B-Plan_In_der_Au_Teil_Nord.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B-Plan_In_der_Au_Teil_Nord.pdf
136,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Westlich der Krautgartenstraße,860016,Urplan,9174122,Hebertshausen,qualifizierter Bebauungsplan,1987-08-26,Rechtskraft,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B-Plan_Westl_der_Krautgartenstrasse.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B-Plan_Westl_der_Krautgartenstrasse.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B-Plan_Westl_der_Krautgartenstrasse.pdf
137,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Am Weinberg,900019,Urplan,9174122,Hebertshausen,qualifizierter Bebauungsplan,1993-02-03,Rechtskraft,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Plandarstellung_zu_B_Plan_Am_Weinberg.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_Am_Weinberg.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Plandarstellung_zu_B_Plan_Am_Weinberg.pdf
138,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",1. Änderung des BPL In der Au - Teil Nord,930015,"1. Änderung zu Urplan ""In der Au - Teil Nord""",9174122,Hebertshausen,qualifizierter Bebauungsplan,1993-04-23,Rechtskraft,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Plandarstellung_zu_B_Plan_1_Aend_In_der_Au_Teil_Nord.pdf ,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_1_Aend_In_der_Au_Teil_Nord.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_1_Aend_In_der_Au_Teil_Nord.pdf
139,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Krautgartenstraße nördlicher Teil,920013,Urplan,9174122,Hebertshausen,qualifizierter Bebauungsplan,1994-03-09,Rechtskraft,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Plandarstellung_zu_B-Plan_Krautgartenstrasse_noerdl-Teil.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_Krautgartenstrasse_noerdl_Teil.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_Krautgartenstrasse_noerdl_Teil.pdf
140,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",In der Au - Teil Süd,000037,Urplan,9174122,Hebertshausen,qualifizierter Bebauungsplan,2000-12-22,Rechtskraft,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Plandarstellung_zu_B_Plan_In_der_Au_Teil_Sued.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_In_der_Au_Teil_Sued.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_In_der_Au_Teil_Sued.pdf
141,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Am Weinberg 1. Änderung,050050,"1. vereinfachte Änderung zu Urplan ""Am Weinberg""",9174122,Hebertshausen,qualifizierter Bebauungsplan,2006-01-19,Rechtskraft,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_1_Aend_Am_Weinberg.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Text_zu_B_Plan_1_Aend_Am_Weinberg.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Text_zu_B_Plan_1_Aend_Am_Weinberg.pdf
142,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Westlich der Krautgartenstraße 1. Änderung,060006,"1. Änderung zu Urplan ""Westlich der Krautgartenstraße""",9174122,Hebertshausen,qualifizierter Bebauungsplan,2006-04-21,Rechtskraft,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_1_Aend_Westl_der_Krautgartenstrasse.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_1_Aend_Westl_der_Krautgartenstrasse.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Text_zu_B_Plan_1_Aend_Westl_der_Krautgartenstrasse.pdf
143,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Östlich der Johann-Hechenberger-Straße,040053,Urplan,9174122,Hebertshausen,qualifizierter Bebauungsplan,2006-06-14,Rechtskraft,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Plandarstellung_zu_B-Plan_Hebertshausen_oestl_der_Johann-Hechenberger_Strasse.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B-Plan_Hebertshausen_oestl_der_Johann-Hechenberger_Strasse.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B-Plan_Hebertshausen_oestl_der_Johann-Hechenberger_Strasse.pdf
144,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Fl. Nr. 808 an der Torstraße,060051,Urplan,9174122,Hebertshausen,vorhabenbezogener Bebauungsplan,2008-03-20,Rechtskraft,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Plandarstellung_zu_B_Plan_Flst_808_an_der_Torstrasse.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_Flst_808_an_der_Torstrasse.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_Flst_808_an_der_Torstrasse.pdf
145,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Gewerbegebiet Deutenhofen Torstraße West,080021,Urplan,9174122,Hebertshausen,qualifizierter Bebauungsplan,2008-12-08,Rechtskraft,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Plandarstellung_zu_B_Plan_Gewerbegebiet_Deutenhofen_Torstrasse_West.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Festsetzungen_zu_B_Plan_Gewerbegebiet_Deutenhofen_Torstrasse_West.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Festsetzungen_zu_B_Plan_Gewerbegebiet_Deutenhofen_Torstrasse_West.pdf
146,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",1. Änderung des BPL In der Au - Teil Süd,090024,"1. vereinfachte Änderung zu Urplan ""In der Au - Teil Süd""",9174122,Hebertshausen,qualifizierter Bebauungsplan,2009-07-21,Rechtskraft,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Plandarstellung_zu_B-Plan_1_Aend_In_der_Au_Teil_Sued.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Plandarstellung_zu_B-Plan_1_Aend_In_der_Au_Teil_Sued.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Text_zu_B-Plan_1_Aend_In_der_Au_Teil_Sued.pdf
147,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Östlich der Johann-Hechenberger-Straße 1. Änderung,090025,"1. vereinfachte Änderung zu Urplan ""Östlich der Johann-Hechenberger-Straße""",9174122,Hebertshausen,qualifizierter Bebauungsplan,2009-07-30,Rechtskraft,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Plandarstellung_zu_B-Plan_1_Aend_Oestl_der_Johann-Hechenberger-Strasse.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Text_zu_B-Plan_1_Aend_Oestl_der_Johann-Hechenberger-Strasse.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Text_zu_B-Plan_1_Aend_Oestl_der_Johann-Hechenberger-Strasse.pdf
148,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",2. Änderung Hebertshausen - Süd,070055,"2. Änderung zu Urplan ""Teilbebauungs- u. Baulinienplan Hebertshausen - Süd """,9174122,Hebertshausen,qualifizierter Bebauungsplan,2009-11-20,Rechtskraft,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Plandarstellung_zu_B-Plan_2_Aend_Hebertshausen-Sued.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Festsetzungen_zu_B-Plan_2_Aend_Hebertshausen-Sued.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Festsetzungen_zu_B-Plan_2_Aend_Hebertshausen-Sued.pdf
149,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.","""Gewerbegebiet Deutenhofen Torstraße West"" 1. vereinfachte Änderung",BL 140002,"1. Änderung zu Urplan ""Gewerbegebiet Deutenhofen Torstraße West""",9174122,Hebertshausen,qualifizierter Bebauungsplan,2014-03-21,Rechtskraft,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Plandarstellung_zu_B-Plan_1_Aend_Gewerbegebiet_Deutenhofen_Torstrasse_West.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Festsetzungen_zu_B-Plan_1_Aend_Gewerbegebiet_Deutenhofen_Torstrasse_West.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/Festsetzungen_zu_B-Plan_1_Aend_Gewerbegebiet_Deutenhofen_Torstrasse_West.pdf
