id,Hinweis zu den Daten,Name,Nummer,Beschreibung,Gemeindekennzeichen,Stadt/Gemeinde,Planart,Datum des Inkrafttretens,Rechtsstand(vorbehaltlich aktueller Änderungen),URL des Rasterbildes,URL zur Legende,URL der textlichen Festsetzung
89,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",HügelmühleII,G2,Urplan,9576147,Spalt,qualifizierter Bebauungsplan,1990-01-23,Rechtskraft,http://www.landratsamt-roth.de/ftpdata/blplan/spalt/576147_HueII_000_000.pdf,http://www.landratsamt-roth.de/ftpdata/blplan/spalt/576147_HueII_000_001.pdf,http://www.landratsamt-roth.de/ftpdata/blplan/spalt/576147_HueII_000_002.pdf
90,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Hügelmühle,G1,Urplan,9576147,Spalt,qualifizierter Bebauungsplan,1997-07-21,Rechtskraft,http://www.landratsamt-roth.de/ftpdata/blplan/spalt/576147_HueI_000_000.pdf,http://www.landratsamt-roth.de/ftpdata/blplan/spalt/576147_HueI_000_001.pdf,http://www.landratsamt-roth.de/ftpdata/blplan/spalt/576147_HueI_000_002.pdf
91,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Hügelmühle III,Nr. 47,Urplan,9576147,Spalt,qualifizierter Bebauungsplan,2007-09-20,Rechtskraft,http://www.landratsamt-roth.de/ftpdata/blplan/spalt/576147_HueIII_000_000.pdf,http://www.landratsamt-roth.de/ftpdata/blplan/spalt/576147_HueIII_000_001.pdf,http://www.landratsamt-roth.de/ftpdata/blplan/spalt/576147_HueIII_000_002.pdf
92,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Hügelmühle IV,Nr. 49,Urplan,9576147,Spalt,qualifizierter Bebauungsplan,2011-02-04,Rechtskraft,http://www.landratsamt-roth.de/ftpdata/blplan/spalt/576147_HueIV_000_000.pdf,http://www.landratsamt-roth.de/ftpdata/blplan/spalt/576147_HueIV_000_001.pdf,http://www.landratsamt-roth.de/ftpdata/blplan/spalt/576147_HueIV_000_002.pdf
93,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Hügelmühle V,Nr. 50,Urplan,9576147,Spalt,qualifizierter Bebauungsplan,2011-02-04,Rechtskraft,http://www.landratsamt-roth.de/ftpdata/blplan/spalt/576147_HueV_000_000.pdf,http://www.landratsamt-roth.de/ftpdata/blplan/spalt/576147_HueV_000_001.pdf,http://www.landratsamt-roth.de/ftpdata/blplan/spalt/576147_HueV_000_002.pdf
94,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Moorenweis - Freiflächenfotovoltaikanlage Hohenzell,8484-16,Urplan,9179138,Moorenweis,einfacher Bebauungsplan,2009-05-02,Rechtskraft,http://moorenweis.de/index.php/wo-finde-ich-was/download/file?fid=47.654,http://moorenweis.de/index.php/wo-finde-ich-was/download/file?fid=47.654,http://moorenweis.de/index.php/wo-finde-ich-was/download/file?fid=47.653
95,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Weiterleitung zum GeoPortal Bebauungspläne Nürnberg,1,"Dieser Datensatz dient der Weiterleitung zum GeoPortal Bebauungspläne Nürnberg. Hier angegebene Daten sind technisch bedingt notwendig, inhaltlich aber zu vernachlässigen.",9564000,Stadt Nürnberg,qualifizierter Bebauungsplan,,Rechtskraft,https://geoportal.nuernberg.de/masterportal/bebauungsplaene/,https://geoportal.nuernberg.de/masterportal/bebauungsplaene/,https://geoportal.nuernberg.de/masterportal/bebauungsplaene/
96,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",An der Autoban,Hilpoltstein Nr. 13,Urplan,9576127,Hilpoltstein,qualifizierter Bebauungsplan,2015-12-07,Rechtskraft,http://www.landratsamt-roth.de/ftpdata/blplan/hilpoltstein/576127_AdA_000_000.pdf,http://www.landratsamt-roth.de/ftpdata/blplan/hilpoltstein/576127_AdA_000_001.pdf,http://www.landratsamt-roth.de/ftpdata/blplan/hilpoltstein/576127_AdA_000_001.pdf
97,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Seespitze,1,Urplan,9574152,Röthenbach a.d.Pegnitz,qualifizierter Bebauungsplan,1964-08-03,Rechtskraft,http://www.roethenbach.de/plaene/16-1_Seespitze/Rechtsplan.pdf,http://www.roethenbach.de/plaene/16-1_Seespitze/Legende_16_1.pdf,Keine Angaben
98,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Alte Siedlung,6,Urplan,9574152,Röthenbach a.d.Pegnitz,qualifizierter Bebauungsplan,1968-04-24,Rechtskraft,http://www.roethenbach.de/plaene/06-1_Alte_Siedlung/Rechtsplan.pdf,http://www.roethenbach.de/plaene/06-1_Alte_Siedlung/Legende_06_1.pdf,http://www.roethenbach.de/plaene/06-1_Alte_Siedlung/Satzung_06_1.pdf
99,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Eichenring,8,Urplan,9574152,Röthenbach a.d.Pegnitz,qualifizierter Bebauungsplan,1969-05-09,Rechtskraft,http://www.roethenbach.de/plaene/08-1_Steinberg/Rechtsplan.pdf,http://www.roethenbach.de/plaene/08-1_Steinberg/Legende_08_1.pdf,http://www.roethenbach.de/plaene/08-1_Steinberg/Satzung_08_1.pdf
100,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Steinberg I,11,Urplan,9574152,Röthenbach a.d.Pegnitz,qualifizierter Bebauungsplan,1972-03-14,Rechtskraft,http://www.roethenbach.de/plaene/11-1_Steinberg_I/Rechtsplan.pdf,http://www.roethenbach.de/plaene/11-1_Steinberg_I/Legende_11_1.pdf,http://www.roethenbach.de/plaene/11-1_Steinberg_I/Satzung_11_1.pdf
101,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Mühllach I,9,Urplan,9574152,Röthenbach a.d.Pegnitz,qualifizierter Bebauungsplan,1974-10-18,Rechtskraft,http://www.roethenbach.de/plaene/09_Muehllach_I/Rechtsplan.pdf,http://www.roethenbach.de/plaene/09_Muehllach_I/Legende_09.pdf,http://www.roethenbach.de/plaene/09_Muehllach_I/Satzung_09.pdf
102,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Himmelgarten,15,Urplan,9574152,Röthenbach a.d.Pegnitz,qualifizierter Bebauungsplan,1976-02-27,Rechtskraft,http://www.roethenbach.de/plaene/15_Himmelgarten/Rechtsplan.pdf,http://www.roethenbach.de/plaene/15_Himmelgarten/Legende_15.pdf,http://www.roethenbach.de/plaene/15_Himmelgarten/Satzung_15.pdf
103,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Steinberg I (Änderung 1),11_1,"1. Änderung zu Urplan ""Steinberg I""",9574152,Röthenbach a.d.Pegnitz,qualifizierter Bebauungsplan,1976-09-03,Rechtskraft,http://www.roethenbach.de/plaene/11-2_Steinberg_I/Rechtsplan.pdf,http://www.roethenbach.de/plaene/11-2_Steinberg_I/Legende_11_2.pdf,Keine Angaben
104,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Himmelgarten-Nord,19,Urplan,9574152,Röthenbach a.d.Pegnitz,qualifizierter Bebauungsplan,1976-10-15,Rechtskraft,http://www.roethenbach.de/plaene/19-1_Himmelgarten/Rechtsplan.pdf,http://www.roethenbach.de/plaene/19-1_Himmelgarten/Legende_19_1.pdf,http://www.roethenbach.de/plaene/19-1_Himmelgarten/Festsetzungen.pdf
105,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Alte Siedlung (Änderung 1),6_1,"1. Änderung zu Urplan ""Alte Siedlung"" (Deckblatt 3)",9574152,Röthenbach a.d.Pegnitz,qualifizierter Bebauungsplan,1981-10-09,Rechtskraft,http://www.roethenbach.de/plaene/06-2_Alte_Siedlung/Rechtsplan.pdf,http://www.roethenbach.de/plaene/06-2_Alte_Siedlung/Legende.pdf,http://www.roethenbach.de/plaene/06-2_Alte_Siedlung/Festsetzungen.pdf
106,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Steinberg II,21,Urplan,9574152,Röthenbach a.d.Pegnitz,qualifizierter Bebauungsplan,1982-12-17,Rechtskraft,http://www.roethenbach.de/plaene/21-1_Steinberg_II/Rechtsplan.pdf,http://www.roethenbach.de/plaene/21-1_Steinberg_II/Legende.pdf,http://www.roethenbach.de/plaene/21-1_Steinberg_II/Festsetzungen.pdf
107,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Mühllach Erweiterung,10,Urplan,9574152,Röthenbach a.d.Pegnitz,qualifizierter Bebauungsplan,1984-01-23,Rechtskraft,http://www.roethenbach.de/plaene/10_Muehllach_I/Rechtsplan.pdf,http://www.roethenbach.de/plaene/10_Muehllach_I/Legende_10.pdf,http://www.roethenbach.de/plaene/10_Muehllach_I/Satzung_10.pdf
108,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Steinberg II LWS,21_1,"1. Änderung zu Urplan ""Steinberg II""",9574152,Röthenbach a.d.Pegnitz,qualifizierter Bebauungsplan,1984-08-31,Rechtskraft,http://www.roethenbach.de/plaene/21-2_Steinberg_II_Goebel_Str/Rechtsplan.pdf,http://www.roethenbach.de/plaene/21-2_Steinberg_II_Goebel_Str/Legende.pdf,http://www.roethenbach.de/plaene/21-2_Steinberg_II_Goebel_Str/Festsetzungen.pdf
109,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Rückersdorfer Straße,3,Urplan,9574152,Röthenbach a.d.Pegnitz,qualifizierter Bebauungsplan,1985-06-14,Rechtskraft,http://www.roethenbach.de/plaene/03_Rueckersdorfer_Str/Rechtsplan.pdf,http://www.roethenbach.de/plaene/03_Rueckersdorfer_Str/Legende_03.pdf,http://www.roethenbach.de/plaene/03_Rueckersdorfer_Str/Satzung_03.pdf
110,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Erlenplatz,14,Urplan,9574152,Röthenbach a.d.Pegnitz,qualifizierter Bebauungsplan,1986-05-23,Rechtskraft,http://www.roethenbach.de/plaene/14_Erlenplatz/Rechtsplan.pdf,http://www.roethenbach.de/plaene/14_Erlenplatz/Raster_14.pdf,http://www.roethenbach.de/plaene/14_Erlenplatz/Satzung_14.pdf
111,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Flora,20,Urplan,9574152,Röthenbach a.d.Pegnitz,qualifizierter Bebauungsplan,1987-02-06,Rechtskraft,http://www.roethenbach.de/plaene/20_Flora/Rechtsplan.pdf,http://www.roethenbach.de/plaene/20_Flora/Legende_20.pdf,http://www.roethenbach.de/plaene/20_Flora/Satzung_20.pdf
112,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Steinberg I Kirchhoffstr.,11_3,"3. Änderung zu Urplan ""Steinberg I""",9574152,Röthenbach a.d.Pegnitz,qualifizierter Bebauungsplan,1988-05-27,Rechtskraft,http://www.roethenbach.de/plaene/11-3_Steinberg_I/Rechtsplan.pdf,http://www.roethenbach.de/plaene/11-3_Steinberg_I/Legende_11_3.pdf,http://www.roethenbach.de/plaene/11-3_Steinberg_I/Festsetzungen.pdf
113,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Fischbachstraße,7,Urplan,9574152,Röthenbach a.d.Pegnitz,qualifizierter Bebauungsplan,1989-02-03,Rechtskraft,http://www.roethenbach.de/plaene/07_Fischbachstr/Rechtsplan.pdf,http://www.roethenbach.de/plaene/07_Fischbachstr/Legende_07.pdf,http://www.roethenbach.de/plaene/07_Fischbachstr/Satzung_07.pdf
114,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Steinberg II Demo,21_2,"2. Änderung zu Urplan ""Steinberg II""",9574152,Röthenbach a.d.Pegnitz,qualifizierter Bebauungsplan,1989-10-06,Rechtskraft,http://www.roethenbach.de/plaene/21-3_Steinberg_II_Demo/Rechtsplan.pdf,http://www.roethenbach.de/plaene/21-2_Steinberg_II_Goebel_Str/Legende.pdf,http://www.roethenbach.de/plaene/21-2_Steinberg_II_Goebel_Str/Festsetzungen.pdf
115,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Steinberg I Siemens-Allee,11_4,"4. Änderung zu Urplan ""Steinberg I""",9574152,Röthenbach a.d.Pegnitz,qualifizierter Bebauungsplan,1989-12-15,Rechtskraft,http://www.roethenbach.de/plaene/11-4_Steinberg_I/Rechtsplan.pdf,http://www.roethenbach.de/plaene/11-4_Steinberg_I/Legende_11_4.pdf,http://www.roethenbach.de/plaene/11-4_Steinberg_I/Festsetzungen.pdf
116,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Kleingarten Renzenhof,24,Urplan,9574152,Röthenbach a.d.Pegnitz,qualifizierter Bebauungsplan,1991-04-26,Rechtskraft,http://www.roethenbach.de/plaene/24_Renzenhof_Dauerkleingartenanlage/Rechtsplan.pdf,http://www.roethenbach.de/plaene/24_Renzenhof_Dauerkleingartenanlage/Legende_24.pdf,http://www.roethenbach.de/plaene/24_Renzenhof_Dauerkleingartenanlage/Satzung_24.pdf
117,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Flora (Änderung 1),20_1,"1. Änderung zu Urplan ""Flora""",9574152,Röthenbach a.d.Pegnitz,qualifizierter Bebauungsplan,1992-11-27,Rechtskraft,Keine Angaben,Keine Angaben,Keine Angaben
118,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Mühllach II,22,Urplan,9574152,Röthenbach a.d.Pegnitz,qualifizierter Bebauungsplan,1994-07-05,Rechtskraft,http://www.roethenbach.de/plaene/22_Muehllach_II/Rechtsplan.pdf,http://www.roethenbach.de/plaene/22_Muehllach_II/Legende_22.pdf,http://www.roethenbach.de/plaene/22_Muehllach_II/Satzung_22.pdf
119,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Mühllach II (Änderung 1),10_22,"1. Änderung zu Urplan ""Mühllach II""",9574152,Röthenbach a.d.Pegnitz,qualifizierter Bebauungsplan,1998-02-02,Rechtskraft,http://www.roethenbach.de/plaene/10-22_Muehllach_II/Rechtsplan.pdf,http://www.roethenbach.de/plaene/10-22_Muehllach_II/Legende_10_22.pdf,http://www.roethenbach.de/plaene/10-22_Muehllach_II/Festsetzungen.pdf
120,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Steinberg II Realschule,21_3,"3. Änderung zu Urplan ""Steinberg II""",9574152,Röthenbach a.d.Pegnitz,qualifizierter Bebauungsplan,2006-07-07,Rechtskraft,http://www.roethenbach.de/plaene/21-4_Steinberg_II_Realschule/Rechtsplan.pdf,http://www.roethenbach.de/plaene/21-4_Steinberg_II_Realschule/Legende_21_4.pdf,http://www.roethenbach.de/plaene/21-4_Steinberg_II_Realschule/Festsetzungen.pdf
121,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Einbeziehungssatzung Weingasse,09373146-037-000,Urplan,9373146,Mühlhausen,Ergänzungssatzung,2006-05-08,Rechtskraft,http://www.kreis-nm.de/bplaene/m%C3%BChlhausen/Einbeziehungssatzung_Weingasse_Sulzbuerg%20_plan.pdf,http://www.kreis-nm.de/bplaene/m%C3%BChlhausen/Einbeziehungssatzung_Weingasse_Sulzbuerg%20_plan.pdf,http://www.kreis-nm.de/bplaene/m%C3%BChlhausen/Einbeziehungssatzung_Weingasse_Sulzbuerg_text.pdf
122,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Gewerbegebiet Hofen I,09373146-023-000,Urplan,9373146,Mühlhausen,qualifizierter Bebauungsplan,2010-04-28,Rechtskraft,http://www.kreis-nm.de/bplaene/m%C3%BChlhausen/23_Gewerbegebiet%20Hofen%20I/Gewerbegebiet_Hofen_I_BPL.pdf,http://www.kreis-nm.de/bplaene/m%C3%BChlhausen/23_Gewerbegebiet%20Hofen%20I/Gewerbegebiet_Hofen_I_BPL.pdf,http://www.kreis-nm.de/bplaene/m%C3%BChlhausen/23_Gewerbegebiet%20Hofen%20I/Gewerbegebiet_Hofen_I_Satzung.pdf
123,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Obern Erlein,09373146-035-000,Urplan,9373146,Mühlhausen,qualifizierter Bebauungsplan,2019-05-22,Rechtskraft,http://www.kreis-nm.de/bplaene/m%C3%BChlhausen/Gemeinde_Muehlhausen_Verbindlicher_Bebauungsplan_Obern_Erlein_in_Hofen.pdf,http://www.kreis-nm.de/bplaene/m%C3%BChlhausen/Gemeinde_Muehlhausen_Verbindlicher_Bebauungsplan_Obern_Erlein_in_Hofen.pdf,http://www.kreis-nm.de/bplaene/m%C3%BChlhausen/Gemeinde_Muehlhausen_Verbindlicher_Bebauungsplan_Obern_Erlein_in_Hofen.pdf
124,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Auf der Richt,09373146-032-000,Urplan,9373146,Mühlhausen,qualifizierter Bebauungsplan,2019-12-02,Rechtskraft,http://www.kreis-nm.de/bplaene/m%C3%BChlhausen/Gemeinde_Muehlhausen_Bebauungsplan_mit_Gruenordnungsplan_Auf_der_Richt.pdf,http://www.kreis-nm.de/bplaene/m%C3%BChlhausen/Gemeinde_Muehlhausen_Bebauungsplan_mit_Gruenordnungsplan_Auf_der_Richt.pdf,http://www.kreis-nm.de/bplaene/m%C3%BChlhausen/Gemeinde_Muehlhausen_Bebauungsplan_mit_Gruenordnungsplan_Auf_der_Richt.pdf
125,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Teilbebauungs- u. Baulinienplan Deutenhofen,570001,Urplan,9174122,Hebertshausen,einfacher Bebauungsplan,1957-09-01,Rechtskraft,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_Deutenhofen.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_Deutenhofen.pdf,http://gis.landratsamt-dachau.de/data/Bebauungsplaene/Gde_Hebertshausen/B_Plan_Deutenhofen.pdf
